City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
609,Kudahuvadhoo,MV,82.76,scattered clouds,2.6708,72.8944,Niyama Private Islands Maldives
614,Mackay,AU,77.0,broken clouds,-21.15,149.2,International Lodge Motel
615,Sulangan,PH,82.22,overcast clouds,11.1373,123.7228,Maia's Beach Resort
616,Nicoya,CR,73.4,broken clouds,10.1483,-85.452,Guayacan Real
617,Myitkyina,MM,72.9,clear sky,25.3833,97.4,Shwe Phyu Hotel
619,Dingle,PH,84.15,light rain,10.9995,122.6711,SEGAYA PROPERTY
620,Palu,ID,82.35,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
621,Kroya,ID,80.71,broken clouds,-7.6331,109.2461,RUSTANTO Fam
625,Sirsi,IN,70.02,few clouds,14.6167,74.85,Tripvillas @ Sapna Yatri Nivas
626,San Francisco,US,64.99,few clouds,37.7749,-122.4194,The Clift Royal Sonesta Hotel
629,Pangkalanbuun,ID,79.02,overcast clouds,-2.6833,111.6167,Grand Kecubung Hotel
630,Bend,US,73.4,clear sky,44.0582,-121.3153,Fairfield Inn & Suites by Marriott Bend Downtown
631,Lima,PE,72.0,clear sky,-12.0432,-77.0282,Gran Hotel Bolivar Lima
632,Santa Ana,US,73.99,few clouds,33.7456,-117.8678,Santa Ana Travel Inn
633,Hirara,JP,69.8,scattered clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
634,Beyla,GN,69.21,overcast clouds,8.6833,-8.6333,DIAN SINKO
635,Kerema,PG,82.8,overcast clouds,-7.9631,145.7785,Frena Lodge
636,Cayenne,GF,81.0,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
637,Atambua,ID,80.38,broken clouds,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
638,Balkanabat,TM,68.83,clear sky,39.5108,54.3671,Nebitchi Hotel
639,San Fernando,PH,84.2,broken clouds,15.0286,120.6898,Maharlika Hostel
646,Biak,ID,81.81,broken clouds,-0.9131,122.8766,Penginapan Kim
647,Dong Hoi,VN,78.04,overcast clouds,17.4833,106.6,Nam Long Hotel
648,Kindu,CD,68.27,light rain,-2.95,25.95,Résidence Okanda
649,Kavali,IN,78.64,clear sky,14.9167,79.9833,Lic B.M Quearter's
653,Ahuimanu,US,82.4,scattered clouds,21.4447,-157.8378,Paradise Bay Resort
654,Whyalla,AU,62.6,overcast clouds,-33.0333,137.5833,Foreshore Motor Inn
655,Pauini,BR,73.38,overcast clouds,-7.7136,-66.9764,Casa do Kiwliks
656,Eydhafushi,MV,82.96,overcast clouds,5.1033,73.0708,Soneva Fushi
657,Khash,IR,65.43,overcast clouds,28.2211,61.2158,دفتر پیشخوان دولت جمال زهی (خالد)
659,Santa Fe,AR,73.99,clear sky,-31.6333,-60.7,Conquistador Hotel
660,Mayumba,GA,79.25,overcast clouds,-3.432,10.6554,LIKWALE LODGE
662,Maldonado,UY,64.4,few clouds,-34.6667,-54.9167,La Cimarrona
664,Port Hedland,AU,82.4,clear sky,-20.3167,118.5667,The Esplanade Hotel
667,Mersing,MY,71.6,few clouds,2.4312,103.8405,Timotel Hotel
668,Puerto Leguizamo,CO,70.47,overcast clouds,-0.1934,-74.7819,la casona de juancho
671,Pochutla,MX,82.0,clear sky,15.7432,-96.4661,Hotel Posada San Jose
675,Cururupu,BR,75.38,overcast clouds,-1.8283,-44.8683,Pousada Través'cia
677,Meulaboh,ID,78.76,overcast clouds,4.1363,96.1285,Kost Pria
678,Kita,ML,83.71,overcast clouds,13.0349,-9.4895,Hôtel Chat Rouge
679,San Luis Obispo,US,64.0,clear sky,35.3666,-120.5343,John Cabrinha (Ranch)
684,Xinyu,CN,60.55,overcast clouds,27.8043,114.9334,Xinyu Beihu Hotel
685,Pendencias,BR,74.98,overcast clouds,-5.26,-36.7222,Cabanas Pousada
686,Burnie,AU,61.0,scattered clouds,-41.0667,145.9167,Beachfront Voyager Motor Inn
