City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Kidal,ML,2021-04-16 20:34:24,18.4411,1.4078,89.29,7,26,1.43
294,Nanortalik,GL,2021-04-16 20:43:17,60.1432,-45.2371,21.65,56,48,49.1
295,Belmonte,BR,2021-04-16 20:43:17,-15.8631,-38.8828,78.8,57,20,5.75
296,Antofagasta,CL,2021-04-16 20:43:18,-23.65,-70.4,68.0,56,20,11.5
297,Longyearbyen,SJ,2021-04-16 20:43:18,78.2186,15.6401,14.0,62,20,11.5
298,Ust-Nera,RU,2021-04-16 20:43:18,64.5667,143.2,7.56,92,87,4.5
299,Japura,ID,2021-04-16 20:43:19,-0.3167,102.35,72.0,98,100,1.54
300,Socoltenango,MX,2021-04-16 20:43:19,16.2167,-92.25,86.94,24,16,9.82
301,Talara,PE,2021-04-16 20:38:37,-4.5772,-81.2719,84.2,51,0,14.97
302,Fagersta,SE,2021-04-16 20:43:19,60.0042,15.7932,39.99,56,27,2.3
303,Storforshei,NO,2021-04-16 20:43:20,66.4043,14.5233,37.99,80,0,2.3
304,Grenville,GD,2021-04-16 20:43:20,12.1167,-61.6167,84.2,70,20,20.71
305,Omboue,GA,2021-04-16 20:39:39,-1.5746,9.2618,79.47,85,59,5.48
306,Cape Town,ZA,2021-04-16 20:43:20,-33.9258,18.4232,71.01,72,0,1.14
307,Chipinge,ZW,2021-04-16 20:43:21,-20.1883,32.6236,58.66,93,73,10.42
308,Dingzhou,CN,2021-04-16 20:43:21,38.5131,114.9956,44.6,42,0,8.95
309,Tessalit,ML,2021-04-16 20:43:21,20.1986,1.0114,91.83,8,99,6.06
310,Abong Mbang,CM,2021-04-16 20:43:22,3.9833,13.1833,69.57,97,100,5.64
311,Hualmay,PE,2021-04-16 20:43:22,-11.0964,-77.6139,71.62,75,16,10.38
312,Kaseda,JP,2021-04-16 20:43:22,31.4167,130.3167,57.2,88,90,5.75
313,Iqaluit,CA,2021-04-16 20:43:23,63.7506,-68.5145,19.4,63,75,18.41
314,Gushikawa,JP,2021-04-16 20:43:23,26.3544,127.8686,73.4,83,90,8.05
315,College Station,US,2021-04-16 20:43:23,30.628,-96.3344,68.0,94,90,8.05
316,Samarai,PG,2021-04-16 20:43:24,-10.6167,150.6667,82.02,81,85,8.88
317,Odoyev,RU,2021-04-16 20:43:24,53.9393,36.6864,47.32,82,90,4.0
318,Saint-Francois,FR,2021-04-16 20:43:25,46.4154,3.9054,41.0,60,0,9.22
319,Turukhansk,RU,2021-04-16 20:43:25,65.8167,87.9833,-21.1,99,85,2.98
320,Fernie,CA,2021-04-16 20:43:25,49.5,-115.0687,60.8,17,6,3.44
321,Bailleul,FR,2021-04-16 20:43:26,50.7359,2.7359,42.01,83,16,8.5
322,Barra Do Bugres,BR,2021-04-16 20:43:26,-15.0725,-57.1811,86.04,60,46,2.95
323,Mirpur Mathelo,PK,2021-04-16 20:43:27,28.0227,69.5489,75.74,44,96,9.31
324,Qianguo,CN,2021-04-16 20:43:27,45.1171,124.8568,38.37,80,98,2.8
325,Juli,PE,2021-04-16 20:43:27,-16.2167,-69.45,50.16,41,1,6.93
326,San Patricio,US,2021-04-16 20:43:28,28.017,-97.5169,81.0,89,75,6.91
327,Acari,PE,2021-04-16 20:43:28,-15.4311,-74.6158,78.4,57,1,8.86
328,Manado,ID,2021-04-16 20:43:28,1.487,124.8455,75.2,94,40,1.14
329,Waipawa,NZ,2021-04-16 20:43:29,-41.4122,175.5153,55.4,76,75,26.46
330,Coahuayana,MX,2021-04-16 20:43:29,18.7333,-103.6833,86.0,42,20,8.25
331,Victoria,HK,2021-04-16 20:40:29,22.2855,114.1577,75.0,87,73,5.55
332,Port Elizabeth,ZA,2021-04-16 20:43:29,-33.918,25.5701,62.6,67,40,12.66
333,Totness,SR,2021-04-16 20:43:30,5.8833,-56.3167,80.13,77,99,12.82
334,Fortuna,US,2021-04-16 20:43:31,40.5982,-124.1573,54.0,82,1,14.97
335,Pringsewu,ID,2021-04-16 20:43:31,-5.3582,104.9744,72.5,97,85,3.18
336,Horsham,GB,2021-04-16 20:43:31,51.064,-0.3272,42.8,45,0,4.61
337,Berlevag,NO,2021-04-16 20:43:32,70.8578,29.0864,39.2,87,100,33.38
338,Wattegama,LK,2021-04-16 20:43:32,6.7989,81.4808,75.2,100,40,4.61
339,Naguabo,PR,2021-04-16 20:43:32,18.2116,-65.7349,82.99,74,75,9.22
340,Labuhan,ID,2021-04-16 20:43:33,-6.8844,112.2051,76.3,86,75,6.69
341,Rockhampton,AU,2021-04-16 20:43:33,-23.3833,150.5,66.2,88,0,5.75
342,Marystown,CA,2021-04-16 20:43:33,47.1666,-55.1483,40.12,68,97,19.19
343,Port Blair,IN,2021-04-16 20:43:34,11.6667,92.75,80.98,77,98,11.81
344,Laguna,US,2021-04-16 20:43:34,38.421,-121.4238,79.0,27,1,5.75
345,Zagyvarekas,HU,2021-04-16 20:43:35,47.2667,20.1333,43.0,81,75,4.61
346,Priyutnoye,RU,2021-04-16 20:43:35,46.1011,43.5072,53.06,88,96,1.12
347,Erzin,TR,2021-04-16 20:43:35,36.9559,36.2,68.0,60,10,3.18
348,Taldan,RU,2021-04-16 20:43:35,53.6667,124.8,18.05,92,28,1.43
349,Hangu,CN,2021-04-16 20:43:36,39.2489,117.7892,50.0,18,0,8.95
350,Trois-Rivieres,CA,2021-04-16 20:42:57,46.3501,-72.5491,46.99,61,100,16.11
351,Thompson,CA,2021-04-16 20:43:36,55.7435,-97.8558,50.0,25,20,2.3
352,Rustenburg,ZA,2021-04-16 20:43:37,-25.6676,27.2421,63.91,70,18,17.18
353,Namie,JP,2021-04-16 20:43:37,37.4833,141.0,55.99,74,100,13.2
354,Aksu,CN,2021-04-16 20:43:37,41.1231,80.2644,58.39,46,100,6.98
355,Ciudad Bolivar,VE,2021-04-16 20:43:38,8.1222,-63.5497,95.34,33,46,11.77
356,Sompeta,IN,2021-04-16 20:43:38,18.9333,84.6,79.56,81,7,11.1
357,Kudahuvadhoo,MV,2021-04-16 20:43:38,2.6708,72.8944,82.26,70,44,5.5
358,Talaya,RU,2021-04-16 20:43:39,61.3833,152.75,5.65,88,18,4.09
359,Chiriqui Grande,PA,2021-04-16 20:43:39,8.95,-82.1167,68.0,94,100,4.23
360,Tiksi,RU,2021-04-16 20:43:40,71.6872,128.8694,-7.4,100,100,6.08
361,Chadiza,ZM,2021-04-16 20:43:40,-14.0678,32.4392,59.9,78,0,2.84
362,Sao Joao Da Barra,BR,2021-04-16 20:43:40,-21.6403,-41.0511,78.8,61,0,6.91
363,Gympie,AU,2021-04-16 20:43:41,-26.1898,152.665,64.0,96,76,2.89
364,Bulgan,MN,2021-04-16 20:43:41,48.8125,103.5347,26.82,75,4,5.61
365,Baruun-Urt,MN,2021-04-16 20:43:42,46.6806,113.2792,27.81,54,0,8.19
366,Akyab,MM,2021-04-16 20:43:42,20.15,92.9,80.51,66,39,7.85
367,Dothan,US,2021-04-16 20:43:42,31.2232,-85.3905,66.2,55,90,4.61
368,Xianyang,CN,2021-04-16 20:43:43,34.3378,108.7026,52.0,42,0,11.18
369,Cascais,PT,2021-04-16 20:43:03,38.6979,-9.4215,57.99,88,20,13.8
370,Chumikan,RU,2021-04-16 20:43:43,54.7183,135.315,18.05,93,44,2.24
371,Kiama,AU,2021-04-16 20:43:43,-34.6833,150.8667,55.99,84,100,1.01
372,Russell,US,2021-04-16 20:43:44,32.3502,-85.1999,63.0,48,40,3.36
373,Los Llanos De Aridane,ES,2021-04-16 20:43:44,28.6585,-17.9182,69.8,73,75,13.8
374,Portales,US,2021-04-16 20:43:44,34.1862,-103.3344,60.01,35,20,16.11
375,Wheatley,GB,2021-04-16 20:43:45,51.7473,-1.1394,44.6,70,75,5.75
376,Hammerfest,NO,2021-04-16 20:43:45,70.6634,23.6821,41.0,81,75,19.57
377,Cukai,MY,2021-04-16 20:43:45,4.25,103.4167,75.2,100,100,2.3
378,Necochea,AR,2021-04-16 20:43:46,-38.5473,-58.7368,66.0,84,91,1.99
379,Vieste,IT,2021-04-16 20:43:46,41.8825,16.175,46.4,71,40,4.61
380,Jibuti,DJ,2021-04-16 20:43:46,11.5,42.5,82.4,74,40,5.75
381,Yar-Sale,RU,2021-04-16 20:43:47,66.8333,70.8333,9.39,90,87,20.15
382,Itanagar,IN,2021-04-16 20:43:47,27.1,93.6167,67.14,76,100,4.52
383,Coihaique,CL,2021-04-16 20:43:48,-45.5752,-72.0662,57.2,67,40,11.5
384,Grand Gaube,MU,2021-04-16 20:39:23,-20.0064,57.6608,80.01,82,19,1.99
385,Aklavik,CA,2021-04-16 20:43:48,68.2191,-135.0107,26.6,59,40,3.44
386,Bontang,ID,2021-04-16 20:43:48,0.1333,117.5,75.65,90,100,5.73
387,San Policarpo,PH,2021-04-16 20:43:49,12.1791,125.5072,80.17,82,100,11.99
388,Ormara,PK,2021-04-16 20:43:49,25.2088,64.6357,79.75,84,7,8.08
389,Andenes,NO,2021-04-16 20:43:49,69.3143,16.1194,41.0,75,0,16.11
390,Anadyr,RU,2021-04-16 20:43:50,64.75,177.4833,33.8,86,0,20.13
391,Aleksandrov Gay,RU,2021-04-16 20:43:50,50.147,48.5704,54.59,68,61,2.04
392,Chilakalurupet,IN,2021-04-16 20:43:50,16.0833,80.1667,81.07,76,19,5.08
393,Sindhnur,IN,2021-04-16 20:43:51,15.7833,76.7667,84.34,36,80,5.28
394,Porto Velho,BR,2021-04-16 20:43:51,-8.7619,-63.9039,89.6,58,40,4.61
395,Puerto Carreno,CO,2021-04-16 20:43:51,6.189,-67.4859,89.91,49,100,6.62
396,Oktyabrskiy,RU,2021-04-16 20:43:52,54.4815,53.471,46.0,89,19,7.56
397,Kodinsk,RU,2021-04-16 20:43:52,58.6881,99.1844,22.3,85,100,8.3
398,Grindavik,IS,2021-04-16 20:39:27,63.8424,-22.4338,39.2,81,75,31.07
399,Severo-Kurilsk,RU,2021-04-16 20:43:52,50.6789,156.125,32.5,74,4,11.97
400,Pochutla,MX,2021-04-16 20:43:53,15.7432,-96.4661,93.99,26,1,11.5
401,Takoradi,GH,2021-04-16 20:43:53,4.8845,-1.7554,81.84,80,41,8.61
402,Trincomalee,LK,2021-04-16 20:43:53,8.5711,81.2335,77.23,78,100,6.06
403,Lebedyan,RU,2021-04-16 20:43:54,53.0194,39.1664,51.64,65,27,3.69
404,Pala,TD,2021-04-16 20:41:17,9.3642,14.9046,89.15,13,14,2.75
405,Hay River,CA,2021-04-16 20:43:54,60.8156,-115.7999,44.6,56,100,4.61
406,Ilek,RU,2021-04-16 20:43:55,51.5271,53.3831,52.75,57,44,8.3
407,Dali,CN,2021-04-16 20:43:55,25.7,100.1833,60.22,44,100,4.99
408,Ilulissat,GL,2021-04-16 20:43:55,69.2167,-51.1,6.8,78,90,17.27
409,Mahajanga,MG,2021-04-16 20:39:17,-15.7167,46.3167,80.6,89,20,3.44
410,Tuatapere,NZ,2021-04-16 20:43:56,-46.1333,167.6833,43.0,94,50,5.01
411,Sapouy,BF,2021-04-16 20:43:56,11.5544,-1.7736,91.38,29,80,6.42
412,Bria,CF,2021-04-16 20:43:57,6.5423,21.9863,80.29,37,100,2.55
413,Flin Flon,CA,2021-04-16 20:43:57,54.7682,-101.865,48.2,43,1,10.36
414,Beni,CD,2021-04-16 20:43:20,0.5,29.4667,64.08,89,78,3.15
415,Vicuna,CL,2021-04-16 20:42:38,-30.0319,-70.7081,78.01,23,58,1.99
416,Alamos,MX,2021-04-16 20:43:58,27.0167,-108.9333,91.0,36,45,9.62
417,Srednekolymsk,RU,2021-04-16 20:34:22,67.45,153.6833,10.29,92,84,6.85
418,Beringovskiy,RU,2021-04-16 20:43:58,63.05,179.3167,31.6,94,100,9.84
419,Sartell,US,2021-04-16 20:43:58,45.6216,-94.2069,57.2,24,1,4.61
420,Cayambe,EC,2021-04-16 20:43:59,0.05,-78.1333,69.8,56,40,19.57
421,Kikwit,CD,2021-04-16 20:43:59,-5.041,18.8162,71.85,93,96,1.01
422,Pangai,TO,2021-04-16 20:44:00,-19.8,-174.35,78.8,69,20,4.61
423,Cayenne,GF,2021-04-16 20:44:00,4.9333,-52.3333,84.2,70,75,11.5
424,Hami,CN,2021-04-16 20:39:39,42.8,93.45,55.49,11,0,5.19
425,Banda Aceh,ID,2021-04-16 20:44:00,5.5577,95.3222,79.95,77,100,10.76
426,Aleksandrovsk-Sakhalinskiy,RU,2021-04-16 20:44:01,50.8975,142.1561,40.77,64,85,14.72
427,Ewo,CG,2021-04-16 20:44:01,-0.8725,14.8206,77.31,76,59,0.69
428,Rauma,FI,2021-04-16 20:44:02,61.1272,21.5113,46.4,36,0,5.75
429,Inhambane,MZ,2021-04-16 20:44:02,-23.865,35.3833,71.87,55,49,17.69
430,Bubaque,GW,2021-04-16 20:44:02,11.2833,-15.8333,76.77,76,1,19.71
431,Namibe,AO,2021-04-16 20:44:03,-15.1961,12.1522,83.14,63,0,5.66
432,Ordu,TR,2021-04-16 20:44:03,40.9086,37.6845,51.8,93,75,0.96
433,Vredendal,ZA,2021-04-16 20:44:03,-31.6683,18.5012,79.74,27,25,7.11
434,Katobu,ID,2021-04-16 20:44:04,-4.9408,122.5276,72.25,92,28,2.15
435,Roald,NO,2021-04-16 20:44:04,62.5833,6.1333,37.99,65,0,2.3
436,Comodoro Rivadavia,AR,2021-04-16 20:43:48,-45.8667,-67.5,71.6,30,20,14.97
437,Cenad,RO,2021-04-16 20:44:05,46.1333,20.5833,37.4,81,100,2.3
438,Coos Bay,US,2021-04-16 20:44:05,43.3665,-124.2179,77.0,82,1,10.36
439,Great Bend,US,2021-04-16 20:40:11,38.3645,-98.7648,39.99,93,90,18.41
440,Morgan City,US,2021-04-16 20:44:05,29.6994,-91.2068,66.2,100,90,8.05
441,Candido Mendes,BR,2021-04-16 20:44:06,-1.4467,-45.7167,76.64,92,100,4.5
442,Aravankadu,IN,2021-04-16 20:44:06,11.3667,76.7667,78.8,83,20,4.61
443,Marawi,PH,2021-04-16 20:44:06,7.9986,124.2928,75.99,89,100,7.0
444,Buala,SB,2021-04-16 20:44:07,-8.145,159.5921,82.02,81,37,3.96
445,Avera,US,2021-04-16 20:44:07,33.194,-82.5271,66.99,34,1,6.91
446,Axim,GH,2021-04-16 20:44:07,4.8699,-2.2405,81.45,80,72,8.59
447,Bethel,US,2021-04-16 20:44:08,41.3712,-73.414,46.4,61,90,11.5
448,Tura,IN,2021-04-16 20:44:08,25.5198,90.2201,71.29,66,89,5.95
449,Fethiye,TR,2021-04-16 20:44:08,36.6217,29.1164,60.8,77,75,5.75
450,Dossor,KZ,2021-04-16 20:44:09,47.5272,52.9811,56.66,68,13,11.83
451,Dalen,NL,2021-04-16 20:44:09,52.6992,6.7556,41.0,79,95,5.99
452,Morro Bay,US,2021-04-16 20:44:09,35.3658,-120.8499,73.0,59,6,5.99
453,Sembakung,ID,2021-04-16 20:44:10,3.8167,117.25,72.54,99,100,2.48
454,Saskylakh,RU,2021-04-16 20:44:10,71.9167,114.0833,9.07,94,100,15.1
455,Newcastle,AU,2021-04-16 20:44:10,-32.9272,151.7765,66.0,94,90,8.05
456,Huilong,CN,2021-04-16 20:44:11,31.8111,121.655,61.0,90,100,7.16
457,Mahon,ES,2021-04-16 20:44:11,39.8885,4.2658,50.0,66,20,8.05
458,Saldanha,ZA,2021-04-16 20:44:12,-33.0117,17.9442,69.8,46,0,6.91
459,Colac,AU,2021-04-16 20:44:12,-38.3333,143.5833,48.0,91,100,3.83
460,Krasnyy Chikoy,RU,2021-04-16 20:44:12,50.3643,108.7512,25.97,72,16,5.01
461,Concepcion Del Uruguay,AR,2021-04-16 20:44:13,-32.4825,-58.2372,77.0,67,0,1.99
462,Hithadhoo,MV,2021-04-16 20:44:13,-0.6,73.0833,81.81,62,66,2.21
463,Ferrol,ES,2021-04-16 20:40:46,43.4832,-8.2369,50.0,53,0,10.36
464,Thaba-Tseka,LS,2021-04-16 20:44:13,-29.522,28.6084,42.3,47,99,1.88
465,Felanitx,ES,2021-04-16 20:44:14,39.4696,3.1483,54.0,76,20,6.91
466,Havre-Saint-Pierre,CA,2021-04-16 20:39:15,50.2334,-63.5986,35.6,69,1,9.22
467,Preston,GB,2021-04-16 20:44:14,53.7667,-2.7167,46.4,81,0,8.05
468,Tabas,IR,2021-04-16 20:44:15,33.5959,56.9244,68.5,43,46,7.94
469,Kisangani,CD,2021-04-16 20:44:15,0.5167,25.2,74.05,83,30,2.84
470,Beira,MZ,2021-04-16 20:44:15,-19.8436,34.8389,77.0,69,75,20.51
471,Saintes,FR,2021-04-16 20:40:17,45.6667,-0.75,46.4,46,0,6.91
472,Yurga,RU,2021-04-16 20:44:16,55.7231,84.8861,30.49,94,99,10.83
473,Port Hedland,AU,2021-04-16 20:44:16,-20.3167,118.5667,78.8,50,1,6.91
474,Lubango,AO,2021-04-16 20:44:17,-14.9172,13.4925,59.85,79,81,2.91
475,Amapa,BR,2021-04-16 20:44:17,1.0,-52.0,71.31,99,100,2.06
476,Andapa,MG,2021-04-16 20:44:17,-14.65,49.65,69.71,99,90,1.95
477,Solnechnyy,RU,2021-04-16 20:44:18,50.7214,136.6319,31.32,93,98,2.84
478,Ndele,CF,2021-04-16 20:44:18,8.4109,20.6473,80.33,11,19,4.79
479,Joshimath,IN,2021-04-16 20:44:18,30.5667,79.5667,56.7,56,100,5.06
480,Lagunas,PE,2021-04-16 20:44:19,-5.2269,-75.6753,81.03,91,100,1.99
481,Hofn,IS,2021-04-16 20:44:19,64.2539,-15.2082,42.96,77,94,30.78
482,Oppdal,NO,2021-04-16 20:44:19,62.5943,9.6912,25.7,87,44,8.79
483,Teya,RU,2021-04-16 20:44:20,60.3778,92.6267,3.76,87,99,8.41
484,Coquimbo,CL,2021-04-16 20:43:03,-29.9533,-71.3436,60.8,77,75,12.66
485,Sestri Levante,IT,2021-04-16 20:44:20,44.2732,9.3968,48.99,72,67,8.01
486,Kirkuk,IQ,2021-04-16 20:44:21,35.4681,44.3922,66.18,37,100,8.5
487,Tilichiki,RU,2021-04-16 20:44:21,60.4667,166.1,23.49,90,100,7.45
488,Matay,EG,2021-04-16 20:44:21,28.419,30.7792,77.0,19,0,9.24
489,Abu Zabad,SD,2021-04-16 20:44:22,12.35,29.25,80.6,8,4,11.3
490,Seoul,KR,2021-04-16 20:43:39,37.5683,126.9778,41.0,87,0,2.3
491,Sabzevar,IR,2021-04-16 20:44:22,36.2126,57.6819,61.95,48,90,10.69
492,Corumba,BR,2021-04-16 20:44:22,-19.0092,-57.6533,93.2,58,20,5.75
493,Finnsnes,NO,2021-04-16 20:44:23,69.2296,17.9811,41.0,70,75,8.05
494,Puerto Del Rosario,ES,2021-04-16 20:44:23,28.5004,-13.8627,69.8,68,40,14.97
495,Luwuk,ID,2021-04-16 20:44:23,-0.9516,122.7875,75.42,87,92,4.0
496,Sambava,MG,2021-04-16 20:42:10,-14.2667,50.1667,75.79,90,65,4.07
497,Vyborg,RU,2021-04-16 20:44:24,60.7076,28.7528,42.8,42,0,6.91
498,Santiago,CL,2021-04-16 20:43:40,-33.4569,-70.6483,82.0,22,1,5.75
499,Hirado,JP,2021-04-16 20:44:24,33.3597,129.5531,60.01,53,100,1.99
500,Arecibo,PR,2021-04-16 20:39:43,18.4724,-66.7157,82.0,79,44,1.99
501,Harper,LR,2021-04-16 20:44:25,4.375,-7.7169,80.69,80,83,8.48
502,Mbanza-Ngungu,CD,2021-04-16 20:43:11,-5.25,14.8667,69.42,96,97,4.0
503,Mahibadhoo,MV,2021-04-16 20:44:26,3.7833,72.9667,82.33,75,69,6.24
504,Esso,RU,2021-04-16 20:44:26,55.9333,158.7,13.91,89,30,5.55
505,Orlovskiy,RU,2021-04-16 20:44:26,46.8714,42.0592,51.62,94,92,1.92
506,Olinda,BR,2021-04-16 20:44:27,-8.0089,-34.8553,78.8,78,40,2.3
507,Rimini,IT,2021-04-16 20:40:05,44.0241,12.5186,48.99,75,99,4.61
508,Escuinapa,MX,2021-04-16 20:41:09,22.85,-105.8,82.4,57,1,11.5
509,Kargasok,RU,2021-04-16 20:44:27,59.0556,80.8572,17.91,57,1,7.49
510,Korzhevskiy,RU,2021-04-16 20:44:28,45.1941,37.7195,44.6,87,36,6.71
511,Aliganj,IN,2021-04-16 20:44:28,27.5,79.1833,83.79,29,100,8.79
512,Kualakapuas,ID,2021-04-16 20:44:28,-3.0091,114.3876,73.4,94,59,1.14
513,Baiyin,CN,2021-04-16 20:44:29,36.5583,104.2081,32.0,37,0,8.95
514,Mendota,US,2021-04-16 20:44:29,36.7536,-120.3816,73.99,27,1,10.36
515,Nara,JP,2021-04-16 20:44:29,34.6851,135.8049,57.99,94,75,8.05
516,Pacifica,US,2021-04-16 20:44:08,37.6138,-122.4869,61.0,82,1,13.8
517,Juneau,US,2021-04-16 20:44:30,58.3019,-134.4197,51.8,66,20,8.05
518,Shar,KZ,2021-04-16 20:44:30,49.5886,81.0453,49.91,54,23,3.0
519,Tiznit,MA,2021-04-16 20:44:30,29.5833,-9.5,59.43,74,13,4.74
520,Paramonga,PE,2021-04-16 20:44:31,-10.6667,-77.8333,70.77,78,30,9.53
521,Lambarene,GA,2021-04-16 20:44:31,-0.7001,10.2406,76.55,89,100,2.91
522,Aketi,CD,2021-04-16 20:44:32,2.7388,23.7833,76.64,71,80,1.79
523,Vestmannaeyjar,IS,2021-04-16 20:44:32,63.4427,-20.2734,42.8,65,100,25.88
524,Awjilah,LY,2021-04-16 20:44:32,29.1081,21.2869,86.81,12,4,14.5
525,Lebedinyy,RU,2021-04-16 20:44:33,58.5167,125.5167,25.14,72,100,15.5
526,Haimen,CN,2021-04-16 20:44:33,23.1935,116.6142,69.8,83,75,4.47
527,Nouadhibou,MR,2021-04-16 20:41:10,20.931,-17.0347,68.0,73,0,19.57
528,Salalah,OM,2021-04-16 20:44:33,17.0151,54.0924,80.6,78,0,4.61
529,Plettenberg Bay,ZA,2021-04-16 20:44:34,-34.0527,23.3716,61.09,57,0,6.85
530,Pouebo,NC,2021-04-16 20:44:34,-20.4,164.5667,77.27,79,58,9.31
531,Sept-Iles,CA,2021-04-16 20:42:45,50.2001,-66.3821,39.2,60,20,14.97
532,Hundested,DK,2021-04-16 20:44:35,55.9667,11.8667,45.0,100,35,12.33
533,Taoudenni,ML,2021-04-16 20:44:35,22.6783,-3.9836,85.42,13,100,9.51
534,Shaoxing,CN,2021-04-16 20:44:35,30.011,120.5715,61.0,94,57,6.71
535,Kutum,SD,2021-04-16 20:44:36,14.2,24.6667,72.37,8,8,10.0
536,Kieta,PG,2021-04-16 20:44:36,-6.2167,155.6333,77.99,91,100,8.93
537,Yenagoa,NG,2021-04-16 20:44:36,4.9247,6.2642,78.87,82,39,4.16
538,Khalkhal,IR,2021-04-16 20:44:37,37.6189,48.5258,47.59,61,10,1.14
539,Nove Hrady,CZ,2021-04-16 20:44:37,48.7896,14.7784,36.0,81,100,1.99
540,Atasu,KZ,2021-04-16 20:41:16,48.6814,71.6433,51.21,40,60,7.14
541,Calama,CL,2021-04-16 20:44:07,-22.4667,-68.9333,71.6,20,0,21.85
542,Atar,MR,2021-04-16 20:44:38,20.5169,-13.0499,80.89,15,0,9.71
543,Deputatskiy,RU,2021-04-16 20:44:38,69.3,139.9,-3.71,91,27,2.77
544,Sioux Lookout,CA,2021-04-16 20:42:15,50.1001,-91.917,46.4,27,40,8.05
545,Itoman,JP,2021-04-16 20:44:39,26.1247,127.6694,73.4,88,75,11.5
546,Springbok,ZA,2021-04-16 20:44:39,-29.6643,17.8865,70.83,28,75,2.82
547,Agirish,RU,2021-04-16 20:44:40,61.9247,63.0231,29.93,83,100,7.0
548,Totma,RU,2021-04-16 20:44:40,59.9747,42.7642,35.26,83,0,3.94
549,Neiafu,TO,2021-04-16 20:44:40,-18.65,-173.9833,78.8,83,40,4.61
550,Acapulco,MX,2021-04-16 20:43:05,16.8634,-99.8901,84.2,70,40,11.5
551,Praia,CV,2021-04-16 20:44:41,14.9215,-23.5087,71.6,68,40,23.02
552,Hobyo,SO,2021-04-16 20:44:41,5.3505,48.5268,82.89,71,16,13.06
553,Yacuiba,BO,2021-04-16 20:44:41,-22.038,-63.6797,75.94,84,4,1.05
554,Ancud,CL,2021-04-16 20:44:42,-41.8697,-73.8203,62.01,82,75,9.22
555,Kavaratti,IN,2021-04-16 20:44:42,10.5669,72.642,83.79,72,11,3.62
556,Sinop,TR,2021-04-16 20:44:41,41.7711,34.8709,44.24,97,100,2.53
557,San Luis,AR,2021-04-16 20:42:37,-33.295,-66.3356,79.23,40,24,3.29
558,Barabai,ID,2021-04-16 20:44:43,-2.5833,115.3833,72.97,91,48,1.57
559,Egersund,NO,2021-04-16 20:44:43,58.4513,5.9997,42.01,72,59,6.85
560,Lima,PE,2021-04-16 20:41:58,-12.0432,-77.0282,73.0,73,0,12.66
561,Danville,US,2021-04-16 20:42:06,36.586,-79.395,69.01,32,1,10.36
562,Ambanja,MG,2021-04-16 20:44:43,-13.6833,48.45,74.75,93,68,3.38
563,Varhaug,NO,2021-04-16 20:44:44,58.6147,5.6457,42.01,72,82,7.63
564,Araouane,ML,2021-04-16 20:44:44,18.9048,-3.5265,91.09,10,100,12.73
565,Fallon,US,2021-04-16 20:44:45,39.4735,-118.7774,62.6,17,75,10.36
566,Hervey Bay,AU,2021-04-16 20:44:45,-25.2986,152.8535,72.0,94,90,6.91
567,Muzhi,RU,2021-04-16 20:44:45,65.3667,64.6667,13.53,82,74,5.39
568,Presidencia Roque Saenz Pena,AR,2021-04-16 20:44:46,-26.7852,-60.4388,75.99,88,39,4.0
569,Newnan,US,2021-04-16 20:41:56,33.3807,-84.7997,68.0,28,1,4.29
570,Amalapuram,IN,2021-04-16 20:44:46,16.5833,82.0167,77.77,79,0,2.04
571,Rawson,AR,2021-04-16 20:44:47,-43.3002,-65.1023,67.8,37,0,9.8
572,Ngunguru,NZ,2021-04-16 20:44:47,-35.6167,174.5,63.0,85,38,5.99
573,Shenjiamen,CN,2021-04-16 20:44:47,29.9576,122.298,58.01,89,97,5.3
574,General Roca,AR,2021-04-16 20:44:48,-39.0333,-67.5833,78.8,19,0,3.44
575,Matara,LK,2021-04-16 20:44:48,5.9485,80.5353,76.41,88,100,4.03
576,Bozieni,RO,2021-04-16 20:44:48,46.8333,27.15,44.6,56,0,5.75
577,Nabire,ID,2021-04-16 20:44:49,-3.3667,135.4833,75.4,90,100,4.27
578,La Serena,CL,2021-04-16 20:44:49,-29.9078,-71.2542,60.8,77,75,12.66
579,Patacamaya,BO,2021-04-16 20:44:49,-17.2333,-67.9167,60.8,24,20,2.93
580,Wakkanai,JP,2021-04-16 20:44:50,45.4094,141.6739,43.63,81,99,8.19
581,Launceston,AU,2021-04-16 20:44:50,-41.45,147.1667,39.2,93,76,5.75
582,Gazojak,TM,2021-04-16 20:44:50,41.1875,61.4036,65.14,22,47,1.77
583,Oksfjord,NO,2021-04-16 20:44:51,70.2396,22.3479,42.8,61,75,8.05
584,Kaeo,NZ,2021-04-16 20:44:51,-35.1,173.7833,63.0,85,19,5.99
585,Thinadhoo,MV,2021-04-16 20:44:51,0.5333,72.9333,81.88,64,37,3.11
586,Poltavka,RU,2021-04-16 20:44:52,54.3663,71.7632,35.22,85,10,9.89
587,Bungu,TZ,2021-04-16 20:44:52,-7.6337,39.0582,71.33,97,17,3.22
588,Labrea,BR,2021-04-16 20:44:52,-7.2586,-64.7981,81.05,85,100,1.99
