City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
347,Parati,BR,-23.2178,-44.7131,70.38,92,100,3.83,overcast clouds
348,Kenai,US,60.5544,-151.2583,53.6,40,1,11.5,clear sky
349,Price,US,39.5994,-110.8107,50.0,20,1,17.27,clear sky
350,Taphan Hin,TH,16.2209,100.4198,77.0,94,75,1.14,broken clouds
351,Uglegorsk,RU,49.0833,142.0333,42.06,84,99,7.4,overcast clouds
352,Provideniya,RU,64.3833,-173.3,32.29,90,92,6.17,overcast clouds
353,Macau,MO,22.2006,113.5461,77.0,60,40,12.66,scattered clouds
354,Sitka,US,57.0531,-135.33,53.6,62,75,2.91,broken clouds
355,Boffa,GN,10.1667,-14.0333,78.48,82,100,2.91,overcast clouds
356,Coahuayana,MX,18.7333,-103.6833,78.8,29,1,11.5,clear sky
357,Bridlington,GB,54.0831,-0.1919,37.0,77,100,3.49,overcast clouds
358,Yerbogachen,RU,61.2767,108.0108,9.91,72,93,12.41,overcast clouds
359,Providencia,MX,28.7167,-111.5833,82.0,33,0,8.99,clear sky
360,Saravan,AM,39.7196,45.6483,51.8,62,100,9.22,overcast clouds
361,Krasnoselkup,RU,65.7,82.4667,-8.77,96,21,12.01,few clouds
362,Maua,BR,-23.6678,-46.4614,66.2,88,90,8.05,overcast clouds
363,Moose Jaw,CA,50.4001,-105.5344,62.6,25,76,2.3,broken clouds
364,San Cristobal,VE,7.7669,-72.225,68.74,80,86,2.51,overcast clouds
365,Codrington,AU,-38.2667,141.9667,61.99,72,84,10.2,broken clouds
366,Katsuura,JP,35.1333,140.3,66.0,39,0,15.01,clear sky
367,Uray,RU,60.1247,64.7758,24.33,84,99,17.92,light snow
368,Gualeguay,AR,-33.1416,-59.3097,65.21,86,92,5.48,overcast clouds
369,Soe,ID,-9.8607,124.284,75.92,62,100,4.18,overcast clouds
370,Dargaville,NZ,-35.9333,173.8833,62.46,55,100,7.02,overcast clouds
371,Vredendal,ZA,-31.6683,18.5012,78.4,18,0,7.34,clear sky
372,Beringovskiy,RU,63.05,179.3167,32.58,98,100,11.32,light snow
373,Sisimiut,GL,66.9395,-53.6735,16.29,74,95,10.16,overcast clouds
374,Glen Allen,US,37.666,-77.5064,60.8,44,90,4.61,overcast clouds
375,Abu Dhabi,AE,24.4667,54.3667,73.4,78,0,2.3,clear sky
376,Kamenka,RU,51.3223,42.7678,41.56,86,0,3.27,clear sky
377,Narsaq,GL,60.9167,-46.05,23.0,50,0,3.44,clear sky
378,Ust-Tsilma,RU,65.441,52.1498,17.71,86,97,7.05,overcast clouds
379,Gravdal,NO,68.1214,13.5031,40.15,75,100,11.21,overcast clouds
380,Linguere,SN,15.3953,-15.1193,89.6,19,0,6.91,clear sky
381,Esna,EG,25.2934,32.554,77.31,32,0,2.08,clear sky
382,Hofn,IS,64.2539,-15.2082,45.45,99,100,14.52,overcast clouds
383,Boguchany,RU,58.3814,97.4531,23.05,71,40,7.58,scattered clouds
384,Ambon,ID,-3.6954,128.1814,86.0,70,40,3.44,scattered clouds
385,Santiago De Cao,PE,-7.9589,-79.2392,66.2,88,75,9.22,broken clouds
386,Coihaique,CL,-45.5752,-72.0662,50.0,81,75,4.61,broken clouds
387,Mbini,GQ,1.574,9.6134,77.0,100,40,5.86,moderate rain
388,Sao Pedro Do Sul,BR,-29.6206,-54.1789,69.8,83,20,8.05,few clouds
389,Morros,BR,-9.4467,-46.3003,74.66,76,100,3.22,overcast clouds
390,Lethem,GY,3.3803,-59.7968,79.52,67,28,9.82,scattered clouds
391,Bima,ID,-8.4667,118.7167,81.99,81,61,4.21,broken clouds
392,Manzanillo,CU,20.3433,-77.1167,79.45,67,0,2.33,clear sky
393,Norman Wells,CA,65.282,-126.8329,50.0,37,20,6.91,few clouds
394,Haines Junction,CA,60.7522,-137.5108,57.2,23,10,5.75,clear sky
395,Hamilton,US,39.1834,-84.5333,51.8,71,40,4.61,scattered clouds
396,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,73.08,87,100,1.88,overcast clouds
397,Lloydminster,CA,53.2835,-110.0016,59.0,26,40,12.66,scattered clouds
398,Penzance,GB,50.1186,-5.5371,35.6,87,100,5.75,overcast clouds
399,Chulym,RU,55.0997,80.9572,34.03,72,100,13.15,overcast clouds
400,Aleksandrov Gay,RU,50.147,48.5704,50.83,88,86,8.43,overcast clouds
401,Tual,ID,-5.6667,132.75,81.21,76,100,10.25,overcast clouds
402,Bhalki,IN,18.0333,77.2167,85.64,27,89,5.12,overcast clouds
403,Maraa,BR,-1.8333,-65.3667,74.1,97,100,2.77,overcast clouds
404,Umm Kaddadah,SD,13.6017,26.6876,74.8,8,25,13.49,scattered clouds
405,Nouakchott,MR,18.0858,-15.9785,71.6,78,0,12.66,clear sky
406,Palencia,ES,42.4167,-4.5,37.99,78,5,5.01,clear sky
407,Acacoyagua,MX,15.35,-92.65,86.0,70,75,8.05,broken clouds
408,Alyangula,AU,-13.8483,136.4192,86.0,54,100,9.22,overcast clouds
409,Terre Haute,US,39.4667,-87.4139,57.2,41,75,4.61,broken clouds
410,Zarate,AR,-34.0981,-59.0286,66.99,85,36,4.0,scattered clouds
411,Port Blair,IN,11.6667,92.75,82.47,73,13,5.57,few clouds
412,Lamar,US,33.6668,-95.5836,55.4,58,90,9.22,overcast clouds
413,Nouadhibou,MR,20.931,-17.0347,65.05,83,0,21.5,clear sky
414,Aykhal,RU,66.0,111.5,1.9,95,100,20.33,overcast clouds
415,Tuktoyaktuk,CA,69.4541,-133.0374,24.8,86,75,6.91,broken clouds
416,Osoyoos,CA,49.0331,-119.4524,78.8,15,1,4.61,clear sky
417,Porto Novo,BJ,6.4965,2.6036,84.2,84,40,12.66,scattered clouds
418,Bogatyye Saby,RU,56.0102,50.4483,36.73,81,5,6.55,clear sky
419,Kardla,EE,58.9978,22.7492,42.01,56,22,5.99,few clouds
420,Bud,US,39.447,-86.1758,55.4,41,1,10.36,clear sky
421,Hay River,CA,60.8156,-115.7999,44.6,39,100,6.91,overcast clouds
422,Sakakah,SA,29.9697,40.2064,69.8,26,0,8.05,clear sky
423,Veraval,IN,20.9,70.3667,77.54,82,0,10.29,clear sky
424,Japura,ID,-0.3167,102.35,76.1,86,96,2.51,overcast clouds
425,Vung Tau,VN,10.346,107.0843,82.15,67,87,8.03,overcast clouds
426,Yantal,RU,56.8471,105.2542,20.64,65,58,5.88,broken clouds
427,Hulan,CN,45.9833,126.6,44.6,70,0,8.95,clear sky
428,Kanturk,IE,52.1667,-8.9,46.99,100,75,9.22,broken clouds
429,Yerofey Pavlovich,RU,53.9667,121.9667,44.06,54,98,3.69,overcast clouds
430,Matara,LK,5.9485,80.5353,77.27,88,100,4.45,overcast clouds
431,Buchanan,LR,5.8808,-10.0467,75.58,84,100,1.77,overcast clouds
432,Viedma,AR,-40.8135,-62.9967,60.19,93,49,11.12,scattered clouds
433,Mulege,MX,26.8833,-111.9833,76.64,34,0,5.19,clear sky
434,Golden,US,39.7555,-105.2211,45.0,36,40,6.91,scattered clouds
435,Morondava,MG,-20.2833,44.2833,68.97,52,0,11.59,clear sky
436,Sabirabad,AZ,40.0095,48.4752,48.2,93,0,4.61,clear sky
437,Denia,ES,38.8408,0.1057,52.0,78,58,5.55,broken clouds
438,Asau,RO,46.4333,26.4,39.99,54,49,3.29,scattered clouds
439,Peniche,PT,39.3558,-9.3811,55.99,92,100,2.68,overcast clouds
440,Turukhansk,RU,65.8167,87.9833,3.4,83,88,7.96,overcast clouds
441,Cap Malheureux,MU,-19.9842,57.6142,75.99,88,31,1.99,scattered clouds
442,Capiibary,PY,-24.8,-56.0333,69.4,69,0,3.6,clear sky
443,Bowen,AU,-20.0167,148.2333,78.8,73,90,17.27,overcast clouds
444,Illapel,CL,-31.6308,-71.1653,63.1,75,3,3.04,clear sky
445,Mingaora,PK,34.7758,72.3625,52.5,76,8,5.64,clear sky
446,Danielskuil,ZA,-28.1887,23.5395,55.6,30,0,4.43,clear sky
447,Severo-Kurilsk,RU,50.6789,156.125,38.57,60,100,9.98,overcast clouds
448,Faanui,PF,-16.4833,-151.75,82.06,73,62,7.78,broken clouds
449,Chernyshevsk,RU,52.5243,117.0174,50.86,35,49,6.24,scattered clouds
450,Russell,US,32.3502,-85.1999,69.8,72,40,5.82,scattered clouds
451,Tambun,ID,-6.2641,107.0712,84.99,94,75,5.75,mist
452,Naze,JP,28.3667,129.4833,66.2,48,40,14.97,scattered clouds
453,Sembe,CG,1.6481,14.5806,71.28,89,100,2.13,overcast clouds
454,Abu Zabad,SD,12.35,29.25,77.58,7,0,9.53,clear sky
455,Hammerfest,NO,70.6634,23.6821,33.8,93,41,2.3,scattered clouds
456,Pangai,TO,-19.8,-174.35,82.4,83,40,3.44,scattered clouds
457,Emba,KZ,48.8264,58.1442,51.15,78,5,6.04,clear sky
458,Sistranda,NO,63.7256,8.834,37.4,87,0,8.05,clear sky
459,Noumea,NC,-22.2763,166.4572,84.2,61,0,10.36,clear sky
460,Riachao Das Neves,BR,-11.7461,-44.91,76.21,61,100,2.77,overcast clouds
461,Akdepe,TM,42.0551,59.3788,55.4,54,0,2.3,clear sky
462,Sorkjosen,NO,69.8,20.9333,32.76,70,75,9.42,broken clouds
463,Artvin,TR,41.1667,41.8333,57.2,77,75,6.91,broken clouds
464,Loei,TH,17.4167,101.5,80.01,100,75,3.29,broken clouds
465,Baft,IR,29.234,56.6057,57.63,34,100,5.64,overcast clouds
466,Ossora,RU,59.2353,163.0719,32.2,78,5,4.65,clear sky
467,Zhigansk,RU,66.7697,123.3711,15.13,88,100,12.88,overcast clouds
468,Ketchikan,US,55.3422,-131.6461,60.8,44,1,6.91,clear sky
469,Sayyan,YE,15.1718,44.3244,56.66,36,68,4.21,broken clouds
470,Waingapu,ID,-9.6567,120.2641,82.42,72,99,8.19,overcast clouds
471,Muisne,EC,0.6,-80.0333,76.87,83,94,2.01,overcast clouds
472,Simao,CN,22.7886,100.9748,64.53,73,5,1.25,clear sky
473,Saint-Francois,FR,46.4154,3.9054,42.8,70,0,5.75,clear sky
474,Vari,GR,37.8312,23.8081,60.01,80,100,1.01,overcast clouds
475,Marrakesh,MA,31.6315,-8.0083,62.6,67,0,4.61,clear sky
476,Novikovo,RU,51.1537,37.8879,42.51,88,97,6.89,overcast clouds
477,Cabedelo,BR,-6.9811,-34.8339,73.4,100,0,5.75,clear sky
478,Port Moresby,PG,-9.4431,147.1797,84.31,71,100,6.22,overcast clouds
479,Khandbari,NP,27.3747,87.2039,67.82,51,5,1.36,clear sky
480,Raudeberg,NO,61.9875,5.1352,45.0,56,0,8.43,clear sky
481,Cusco,PE,-13.5183,-71.9781,53.6,62,12,10.36,few clouds
482,Ananas,HT,19.2466,-71.9557,75.83,64,58,1.68,broken clouds
483,Contramaestre,CU,20.2978,-76.2414,84.2,48,1,10.36,clear sky
484,Imbituba,BR,-28.24,-48.6703,69.8,88,75,5.75,broken clouds
485,Sept-Iles,CA,50.2001,-66.3821,32.0,80,20,6.91,few clouds
486,Derzhavinsk,KZ,51.1,66.3167,46.72,78,12,4.76,few clouds
487,Suntar,RU,62.1444,117.6319,14.95,72,100,13.4,overcast clouds
488,Kurchum,KZ,48.5722,83.6542,46.53,68,7,5.82,clear sky
489,Kamaishi,JP,39.2667,141.8833,55.4,58,75,6.91,broken clouds
490,Dubai,AE,25.2582,55.3047,73.4,64,0,5.75,clear sky
491,Pacific Grove,US,36.6177,-121.9166,57.2,72,75,10.36,broken clouds
492,Kununurra,AU,-15.7667,128.7333,80.6,26,19,14.97,few clouds
493,Iwanai,JP,42.9744,140.5089,48.58,91,100,6.35,overcast clouds
494,Ambovombe,MG,-25.1667,46.0833,64.36,58,48,9.91,scattered clouds
495,Kalmunai,LK,7.4167,81.8167,78.12,83,100,5.84,overcast clouds
496,Ahipara,NZ,-35.1667,173.1667,62.58,57,100,7.18,overcast clouds
497,Vanimo,PG,-2.6741,141.3028,84.69,65,96,4.92,overcast clouds
498,Maiduguri,NG,11.8464,13.1603,83.55,11,100,6.11,overcast clouds
499,Bathsheba,BB,13.2167,-59.5167,78.8,65,40,19.57,scattered clouds
500,Navalmoral De La Mata,ES,39.8916,-5.5406,46.99,50,0,5.01,clear sky
501,Kapit,MY,2.0167,112.9333,73.29,99,100,1.39,overcast clouds
502,Snyder,US,32.7179,-100.9176,50.0,53,90,5.75,overcast clouds
503,Curup,ID,-3.4667,102.5333,71.29,90,79,1.7,broken clouds
504,Sawakin,SD,19.1059,37.3321,79.32,78,99,11.9,overcast clouds
505,Bongandanga,CD,1.5,21.05,70.57,94,100,3.15,overcast clouds
506,Bozova,TR,37.3625,38.5267,66.2,39,0,4.61,clear sky
507,Sorland,NO,67.667,12.6934,41.58,72,94,10.8,overcast clouds
508,Honiara,SB,-9.4333,159.95,86.0,71,86,5.86,overcast clouds
509,Faya,SA,18.3851,42.4509,55.4,82,20,9.22,few clouds
510,Montes Altos,BR,-5.8333,-47.0667,72.59,95,100,2.89,overcast clouds
511,Saint-Joseph,RE,-21.3667,55.6167,73.4,88,90,8.05,overcast clouds
512,Kavaratti,IN,10.5669,72.642,83.88,68,3,5.73,clear sky
513,Adrar,MR,20.5022,-10.0711,72.12,21,0,10.22,clear sky
514,Manta,EC,-0.95,-80.7333,78.8,78,75,10.36,broken clouds
515,Petatlan,MX,17.5167,-101.2667,77.13,66,0,4.52,clear sky
516,Kushiro,JP,42.975,144.3747,46.4,93,75,9.22,fog
517,Palmer,US,42.1584,-72.3287,46.4,66,90,4.61,overcast clouds
518,Stromness,GB,58.965,-3.296,42.8,87,100,17.27,overcast clouds
519,Tessalit,ML,20.1986,1.0114,84.63,20,100,6.4,overcast clouds
520,Olafsvik,IS,64.8945,-23.7142,36.97,63,100,15.82,light rain
521,Jian,CN,27.1172,114.9793,62.56,76,100,5.32,overcast clouds
522,Amuntai,ID,-2.4177,115.2494,82.53,69,98,2.33,overcast clouds
523,Ucluelet,CA,48.9329,-125.5528,64.4,45,1,5.75,clear sky
524,Nandu,CN,22.8525,110.8233,70.21,95,100,2.86,overcast clouds
525,Watertown,US,42.3709,-71.1828,46.0,70,75,2.28,broken clouds
526,Cody,US,44.5263,-109.0565,57.0,22,20,4.61,few clouds
527,San Buenaventura,MX,27.0833,-101.5333,64.27,38,0,16.33,clear sky
528,Sungaipenuh,ID,-2.0833,101.3833,67.96,89,99,1.28,overcast clouds
529,Evensk,RU,61.95,159.2333,24.21,87,100,12.21,overcast clouds
530,Paamiut,GL,61.994,-49.6678,13.71,63,0,8.43,clear sky
531,Wajima,JP,37.4,136.9,42.8,93,75,19.57,mist
532,Dothan,US,31.2232,-85.3905,62.6,94,75,3.44,broken clouds
533,Garowe,SO,8.4054,48.4845,73.33,84,2,8.46,clear sky
534,Kalmar,SE,56.6616,16.3616,41.0,87,60,6.91,broken clouds
535,Buckeye,US,33.3703,-112.5838,84.99,9,17,11.5,few clouds
536,Lagoa,PT,39.05,-27.9833,60.89,91,13,18.41,few clouds
537,Suclayin,PH,15.7568,121.5503,84.81,56,88,4.85,overcast clouds
538,Ligayan,PH,4.6533,119.4706,82.85,73,99,9.48,overcast clouds
539,Bolobo,CD,-2.1667,16.2333,72.45,92,100,2.1,light rain
540,Datong,CN,40.0936,113.2914,49.91,18,0,3.33,clear sky
541,Tiarei,PF,-17.5333,-149.3333,87.8,66,20,11.5,light rain
542,Urdoma,RU,61.7533,48.5442,28.4,75,12,8.25,few clouds
543,Allapalli,IN,19.4167,80.0667,82.47,36,0,3.58,clear sky
544,Heyang,CN,26.1011,107.473,55.8,98,100,1.39,overcast clouds
545,Laguna,US,38.421,-121.4238,87.8,7,1,14.97,clear sky
546,Hakui,JP,36.8833,136.7833,51.01,81,93,1.01,overcast clouds
547,Cascais,PT,38.6979,-9.4215,60.01,72,100,6.04,overcast clouds
548,North Bend,US,43.4065,-124.2243,66.99,93,90,9.22,overcast clouds
549,Hovd,MN,48.0056,91.6419,45.97,40,2,5.32,clear sky
550,Polyarnyy,RU,69.1989,33.4478,28.4,93,0,2.24,clear sky
551,Quang Ngai,VN,15.1167,108.8,82.08,57,58,4.05,broken clouds
552,Jizan,SA,17.3333,42.6667,84.2,79,20,10.36,few clouds
553,Fare,PF,-16.7,-151.0167,82.49,71,13,7.78,light rain
554,Carutapera,BR,-1.195,-46.02,76.6,89,93,6.98,overcast clouds
555,Graham,US,47.0529,-122.2943,80.01,15,1,1.7,clear sky
556,Samoylovka,RU,51.184,43.7081,42.33,85,0,1.03,clear sky
557,Las Vegas,US,36.175,-115.1372,73.4,12,75,13.8,broken clouds
558,Tezu,IN,27.9167,96.1667,75.43,56,49,1.03,scattered clouds
559,Alushta,UA,44.6667,34.4167,48.33,75,97,6.35,overcast clouds
560,Egersund,NO,58.4513,5.9997,44.01,87,0,7.14,clear sky
561,Dalmatovo,RU,56.26,62.9362,37.51,78,15,9.69,few clouds
562,Sudbury,CA,46.49,-80.99,48.2,53,40,3.44,scattered clouds
563,Madras,IN,13.0878,80.2785,80.6,89,40,2.3,mist
564,Nova Olimpia,BR,-14.7972,-57.2881,73.87,89,44,4.63,scattered clouds
565,Alterosa,BR,-21.2492,-46.1431,64.18,81,99,3.18,overcast clouds
566,Yaan,NG,7.3833,8.5667,77.9,78,100,6.58,overcast clouds
567,Aswan,EG,24.0934,32.907,75.79,23,0,7.54,clear sky
568,Japeri,BR,-22.6431,-43.6533,78.8,78,0,3.44,clear sky
569,Ewa Beach,US,21.3156,-158.0072,82.4,57,90,5.75,overcast clouds
570,Portland,US,45.5234,-122.6762,82.4,15,1,4.61,clear sky
571,Inta,RU,66.0317,60.1659,2.44,87,10,7.7,clear sky
572,Vila,PT,42.0304,-8.1588,46.99,80,100,3.51,overcast clouds
573,Sterlibashevo,RU,53.4376,55.2578,42.19,68,3,6.44,clear sky
574,Graaff-Reinet,ZA,-32.2522,24.5308,65.19,18,0,8.75,clear sky
575,Pontianak,ID,-0.0333,109.3333,75.2,100,75,3.44,mist
576,Baghdad,IQ,33.3406,44.4009,68.0,32,0,5.75,clear sky
577,Northam,GB,51.0333,-4.2167,39.0,76,100,1.01,overcast clouds
578,Tres Barras,BR,-26.1064,-50.3222,57.85,99,56,3.47,broken clouds
579,Pandharpur,IN,17.6667,75.3333,82.96,26,5,9.89,clear sky
580,Kaka,TM,37.3482,59.6143,61.36,42,0,1.81,clear sky
581,Tucupita,VE,9.0622,-62.051,74.61,84,78,5.53,broken clouds
582,Zhangye,CN,38.9342,100.4517,56.91,15,100,2.98,overcast clouds
583,Carballo,ES,43.213,-8.691,45.0,76,0,1.14,clear sky
584,Nhulunbuy,AU,-12.2333,136.7667,89.6,45,40,16.11,scattered clouds
585,Shache,CN,38.4167,77.2406,58.23,41,100,4.92,overcast clouds
586,Sokolo,ML,14.7328,-6.1219,87.06,19,8,5.44,clear sky
587,Camargo,MX,27.6667,-105.1667,81.68,9,21,16.69,few clouds
588,Nuevitas,CU,21.5453,-77.2644,84.2,58,1,9.22,clear sky
589,Concordia,AR,-31.393,-58.0209,71.01,86,100,3.0,overcast clouds
590,Kismayo,SO,-0.3582,42.5454,82.24,79,25,10.16,scattered clouds
591,Kieta,PG,-6.2167,155.6333,85.01,70,100,2.15,light rain
592,Sanctorum,MX,19.1,-98.25,77.0,15,40,21.85,scattered clouds
593,Medicine Hat,CA,50.0501,-110.6683,68.0,17,75,18.41,broken clouds
594,Marondera,ZW,-18.1853,31.5519,45.32,91,93,8.16,overcast clouds
595,Ostrovnoy,RU,68.0531,39.5131,28.26,80,100,7.27,overcast clouds
596,Stafford,GB,52.8052,-2.1164,43.0,51,99,3.0,overcast clouds
597,Bocaiuva,BR,-17.1078,-43.815,69.8,64,0,2.3,clear sky
598,Pleasant Point,NZ,-44.2667,171.1333,66.0,33,6,7.9,clear sky
599,Kilindoni,TZ,-7.9139,39.6668,79.45,81,46,21.56,moderate rain
600,Umba,RU,66.6871,34.3429,33.82,96,100,6.62,overcast clouds
601,Khorramshahr,IR,30.4397,48.1664,69.8,37,0,4.61,clear sky
602,Balteni,RO,46.6667,27.6167,45.0,75,75,5.75,broken clouds
603,Tacuarembo,UY,-31.7333,-55.9833,63.0,90,100,6.13,overcast clouds
604,Diamantino,BR,-14.4086,-56.4461,72.57,90,22,3.31,few clouds
605,Chara,RU,56.9064,118.2631,26.62,81,100,10.27,light snow
606,Vaitape,PF,-16.5167,-151.75,82.04,73,68,7.78,broken clouds
607,Newport,GB,51.5877,-2.9984,41.0,74,100,0.81,overcast clouds
608,Karratha,AU,-20.7377,116.8463,86.05,37,0,11.72,clear sky
609,Kudahuvadhoo,MV,2.6708,72.8944,82.76,67,50,8.9,scattered clouds
610,Akersberga,SE,59.4794,18.2997,37.0,85,47,6.46,scattered clouds
611,Goderich,CA,43.7501,-81.7165,42.8,81,20,3.44,few clouds
612,Barcelona,ES,41.3888,2.159,52.0,76,20,8.05,few clouds
613,Krutinka,RU,56.0055,71.5113,36.39,80,100,8.81,overcast clouds
614,Mackay,AU,-21.15,149.2,77.0,69,75,14.97,broken clouds
615,Sulangan,PH,11.1373,123.7228,82.22,73,100,24.85,overcast clouds
616,Nicoya,CR,10.1483,-85.452,73.4,100,75,4.61,broken clouds
617,Myitkyina,MM,25.3833,97.4,72.9,74,0,1.41,clear sky
618,Lenine,UA,45.2986,35.7771,46.87,67,100,3.38,overcast clouds
619,Dingle,PH,10.9995,122.6711,84.15,60,100,15.79,light rain
620,Palu,ID,-0.8917,119.8707,82.35,77,100,2.53,overcast clouds
621,Kroya,ID,-7.6331,109.2461,80.71,77,52,2.37,broken clouds
622,Marfino,RU,55.7028,37.3822,48.2,34,0,13.42,clear sky
623,Nizhniy Kuranakh,RU,58.8353,125.4869,29.01,63,100,6.13,overcast clouds
624,Pangnirtung,CA,66.1451,-65.7125,-0.29,90,24,7.96,few clouds
625,Sirsi,IN,14.6167,74.85,70.02,96,23,3.42,few clouds
626,San Francisco,US,37.7749,-122.4194,64.99,55,20,24.16,few clouds
627,Kargopol,RU,61.5071,38.9456,32.79,92,50,4.07,scattered clouds
628,Bagdarin,RU,54.4333,113.6,37.04,32,100,12.73,overcast clouds
629,Pangkalanbuun,ID,-2.6833,111.6167,79.02,89,100,0.69,overcast clouds
630,Bend,US,44.0582,-121.3153,73.4,10,1,5.75,clear sky
631,Lima,PE,-12.0432,-77.0282,72.0,77,0,12.66,clear sky
632,Santa Ana,US,33.7456,-117.8678,73.99,59,20,8.05,few clouds
633,Hirara,JP,24.8,125.2833,69.8,56,40,20.71,scattered clouds
634,Beyla,GN,8.6833,-8.6333,69.21,84,85,1.1,overcast clouds
635,Kerema,PG,-7.9631,145.7785,82.8,77,89,5.99,overcast clouds
636,Cayenne,GF,4.9333,-52.3333,81.0,74,75,9.22,broken clouds
637,Atambua,ID,-9.1061,124.8925,80.38,65,74,2.77,broken clouds
638,Balkanabat,TM,39.5108,54.3671,68.83,34,0,5.1,clear sky
639,San Fernando,PH,15.0286,120.6898,84.2,58,75,6.91,broken clouds
640,Pavlodar,KZ,52.3,76.95,26.6,80,0,8.95,clear sky
641,Doliana,GR,39.9032,20.5794,51.8,87,100,5.75,overcast clouds
642,Nantucket,US,41.2835,-70.0995,42.01,81,1,4.61,clear sky
643,Havoysund,NO,70.9963,24.6622,33.8,93,77,2.3,broken clouds
644,Caernarfon,GB,53.1413,-4.2702,44.6,81,100,2.3,overcast clouds
645,Lahij,YE,13.1667,44.5833,70.3,74,1,4.7,clear sky
646,Biak,ID,-0.9131,122.8766,81.81,66,81,3.98,broken clouds
647,Dong Hoi,VN,17.4833,106.6,78.04,79,98,1.54,overcast clouds
648,Kindu,CD,-2.95,25.95,68.27,97,100,0.69,light rain
649,Kavali,IN,14.9167,79.9833,78.64,83,0,6.26,clear sky
650,Yumen,CN,40.2833,97.2,55.29,12,100,0.67,overcast clouds
651,Koryukivka,UA,51.7688,32.2481,40.86,86,100,4.27,overcast clouds
652,Abbeville,FR,50.1,1.8333,39.0,84,100,4.81,overcast clouds
653,Ahuimanu,US,21.4447,-157.8378,82.4,61,40,11.5,scattered clouds
654,Whyalla,AU,-33.0333,137.5833,62.6,67,90,6.91,overcast clouds
655,Pauini,BR,-7.7136,-66.9764,73.38,97,100,2.39,overcast clouds
656,Eydhafushi,MV,5.1033,73.0708,82.96,74,94,9.75,overcast clouds
657,Khash,IR,28.2211,61.2158,65.43,21,100,5.44,overcast clouds
658,Deputatskiy,RU,69.3,139.9,17.17,71,100,17.58,overcast clouds
659,Santa Fe,AR,-31.6333,-60.7,73.99,76,0,1.01,clear sky
660,Mayumba,GA,-3.432,10.6554,79.25,88,100,4.45,overcast clouds
661,Oktyabrskoye,RU,43.0645,44.7417,50.0,93,100,4.47,overcast clouds
662,Maldonado,UY,-34.6667,-54.9167,64.4,94,20,5.75,few clouds
663,Odoreu,RO,47.8,23.0,37.4,93,91,5.75,overcast clouds
664,Port Hedland,AU,-20.3167,118.5667,82.4,26,0,20.71,clear sky
665,Gewane,ET,10.1664,40.6453,75.24,65,21,3.42,few clouds
666,Selenginsk,RU,52.0064,106.8647,33.8,60,75,24.61,light snow
667,Mersing,MY,2.4312,103.8405,71.6,100,20,8.05,few clouds
668,Puerto Leguizamo,CO,-0.1934,-74.7819,70.47,98,97,2.37,overcast clouds
669,Berezovyy,RU,51.6667,135.7,47.17,69,7,1.32,clear sky
670,Wahpeton,US,46.2652,-96.6059,52.0,40,1,5.75,clear sky
671,Pochutla,MX,15.7432,-96.4661,82.0,72,0,8.01,clear sky
672,Taos,US,36.4072,-105.5731,30.2,93,90,9.22,light snow
673,Muroto,JP,33.2833,134.15,57.2,51,75,5.75,broken clouds
674,Inndyr,NO,67.0338,14.0276,39.2,70,0,12.66,clear sky
675,Cururupu,BR,-1.8283,-44.8683,75.38,95,97,3.44,overcast clouds
676,Khandyga,RU,62.6667,135.6,28.45,74,85,10.42,overcast clouds
677,Meulaboh,ID,4.1363,96.1285,78.76,83,87,3.83,overcast clouds
678,Kita,ML,13.0349,-9.4895,83.71,46,96,3.94,overcast clouds
679,San Luis Obispo,US,35.3666,-120.5343,64.0,67,1,21.85,clear sky
680,Lasa,IT,46.6166,10.7002,37.0,74,0,6.91,clear sky
681,Kasongo-Lunda,CD,-6.4667,16.8167,70.36,93,96,2.68,overcast clouds
682,Chumikan,RU,54.7183,135.315,31.41,80,33,1.86,scattered clouds
683,Elliot,ZA,-31.3333,27.85,51.19,47,100,8.41,overcast clouds
684,Xinyu,CN,27.8043,114.9334,60.55,71,100,6.4,overcast clouds
685,Pendencias,BR,-5.26,-36.7222,74.98,92,100,6.87,overcast clouds
686,Burnie,AU,-41.0667,145.9167,61.0,69,28,7.0,scattered clouds
687,Lunen,DE,51.6167,7.5167,44.01,75,20,2.3,few clouds
688,Kastamonu,TR,41.5,33.6667,48.11,88,100,1.72,overcast clouds
